img,reference,predicts,source,BLEU,CHRF,CHRF++,TER,BERT-P,BERT-R,BERT-F1,METEOR,COMET
ja/58/82/ja_10618248.jpg,نعناع,"م・إن تي رو
كـ بارو",MINTY,0.0,5.88235294117647,4.901960784313726,600.0,0.6436316967010498,0.7064957618713379,0.6736001968383789,0.0,0.45157667994499207
ja/9a/bb/ja_10513131.jpg,"حجم
17.5
15
45
42
20
9
18.5
49.5
103","الحجم  
45  
17.5  
-  
15  
103  
42  
20  
+  
1  
6.5  
49.5  
18.5  
[الوحدة: سم]","サイズ
17.5
15
45
42
20
9
18.5
49.5
103",23.636947852983194,42.161139618450946,41.59517192707959,110.00000000000001,0.7596209049224854,0.8238540291786194,0.790434718132019,0.673469387755102,0.8259891867637634
ja/cf/48/ja_10473739.jpg,"09:41
2 يوليو
10%","يوليو الثالث  
العاشر من الشهر  
09:41","09:41
7月2日
10%",9.652434877402245,32.15490773260839,29.256904167453012,100.0,0.6493542194366455,0.7210031747817993,0.6833056211471558,0.19607843137254904,0.6538378596305847
ja/ba/da/ja_10632630.jpg,"```09:41
7°```","+١٠٪
٠٩:٤١","```09:41
7°```",15.97357760615681,1.3661202185792352,1.0245901639344264,100.0,0.6968400478363037,0.6851974725723267,0.6909697651863098,0.125,0.484609454870224
ja/3b/e5/ja_10626549.jpg,"```5MP
5G 2.4G```","036
360円
تجاه
5MP
5G
2.4G","5MP
5G 2.4G",51.56626918239821,47.30839153413884,37.89518263948731,77.77777777777779,0.7914094924926758,0.7756280303001404,0.7834392786026001,0.7230634189159536,0.6557672619819641
ja/73/a1/ja_10449082.jpg,"NXT
MIZUNO
NEXT",قائمة النصوص المستخرجة بواسطة OCR:,"NXT
MIZUNO
NEXT",0.0,1.016260162601626,0.7621951219512195,166.66666666666669,0.5780448317527771,0.5818134546279907,0.5799230337142944,0.0,0.4319855570793152
ja/a2/cf/ja_10531652.jpg,"```26
93
97
نبض```","」
9H
الجيش الياباني","26
93
97
脈拍",0.0,3.289473684210526,2.4671052631578947,100.0,0.6109665632247925,0.5719356536865234,0.5908071994781494,0.0,0.434815913438797
ja/c6/c8/ja_10544651.jpg,"صالة رياضية
التخييم
الشاطئ","الشاطئ
تحدي","ジム
キャンプ
ビーチ",18.393972058572114,20.46978012470823,18.84158195987173,100.0,0.811161458492279,0.7368263006210327,0.772209107875824,0.13157894736842105,0.539490818977356
ja/09/f6/ja_10435674.jpg,"```1
2
3
4```","طريقة الاستبدال
قم بإزالة لوحة الجانب 4
مجمع الغبار اليومي
2 مجمع الغبار الجديد
فلتر قابل للإزالة
الفلتر
الفلتر
بدون وجه أو ظهر
الجانب الموجود به الشق يكون في الأمام
قم بإخراجه من الكيس
الأصلي
بالترتيب
التركيب
قم بإزالته.","1
2
3
4
",1.092534162077208,0.7473841554559044,1.6132450035688792,380.0,0.5110211372375488,0.5857996344566345,0.5458612442016602,0.10638297872340424,0.27919360995292664
ja/2e/49/ja_10567932.jpg,نبات السرخس,فيرن,フェルン,0.0,5.681818181818182,4.545454545454546,100.0,0.7165209054946899,0.6853311061859131,0.700579047203064,0.0,0.48046639561653137
ja/80/6d/ja_10609496.jpg,"[دليل غلي الماء]
1.9 لتر
نار الغاز:🔥
1.6 لتر
IH:⏺️","غلي الماء
19 ين
162
لهب الغاز: حار","[湯沸し目安]
1.9l
ガス火:🔥
1.6l
IH:⏺️",3.972374510755892,29.185148323106986,25.29109077192458,78.57142857142857,0.7473311424255371,0.6848005652427673,0.7147007584571838,0.1669973544973545,0.5495487451553345
ja/17/69/ja_10606046.jpg,"```DT-04
BD-1.4
T3.5```","1. مرحبًا
2. كيف حالك؟
3. شكرًا
4. من فضلك
5. مع السلامة","DT-04
BD-1.4
T3.5",0.0,5.2614149387688895,3.9460612040766674,144.44444444444443,0.5583639740943909,0.565214991569519,0.5617685914039612,0.0,0.32381054759025574
ja/eb/6b/ja_10507373.jpg,"تدريب متنوع
1
2
3
4
5
6
7
8",التدريب المتنوع,"多様なトレーニング
1
2
3
4
5
6
7
8",0.0,31.722322967209998,23.791742225407496,100.0,0.7957148551940918,0.6063776016235352,0.6882622241973877,0.0,0.34522518515586853
ja/83/2b/ja_10588564.jpg,"```TN-29J``` 
إليك كيف يتم ترجمته إلى الصينية للرجوع إليه: 
```TN-29J```","TN-290
-
TN29J
日",TN-29J,2.0943469770777075,8.273965849516882,6.205474387137661,100.0,0.6640722751617432,0.5791704654693604,0.6187223792076111,0.035211267605633804,0.40596720576286316
ja/25/cd/ja_10477042.jpg,فوتون,بين,ふとん,0.0,7.246376811594203,5.434782608695652,100.0,0.7435140013694763,0.7397716641426086,0.7416381239891052,0.0,0.6357830166816711
ja/72/cf/ja_10457008.jpg,"""قلم-تشان ريموت"" 
1 2 3 4 5 6 7 8 9 10 11 12","ペンちゃんリ - بن-تشان ري
モコ - موكو
3 - 3
4 - 4
5 - 5
6 - 6
7 - 7
8 - 8
10 - 10
11 - 11
12 - 12
Hemehan - هيمهان","ペンちゃんリモコン
1 2 3 4 5 6 7 8 9 10 11 12",4.721172231360726,28.594931881001113,31.57413541443762,200.0,0.6530351638793945,0.717119574546814,0.6835787296295166,0.24861878453038677,0.6124533414840698
ja/f0/ca/ja_10633745.jpg,حرير,حرير,シルク,100.00000000000004,100.0,100.0,0.0,1.000011682510376,1.000011682510376,1.000011682510376,0.5,0.9808529019355774
ja/d6/ce/ja_10434479.jpg,"حجم الرأس
2.4
0.45
φ3
φ1.3
2.3","الحجم الأولي
045","先端サイズ
2.4
0.45
φ3
φ1.3
2.3",0.0,15.9703200302238,11.977740022667852,85.71428571428571,0.7045268416404724,0.6018709540367126,0.6491655707359314,0.0,0.5312564969062805
ja/71/2e/ja_10506832.jpg,"حجم الرأس
0.36
1
8
1.7
φ2","حجم الطرف
0.36","先端サイズ
0.36
1
8
1.7
φ2",10.536767850900915,26.4966562303291,23.947380519283158,71.42857142857143,0.9019509553909302,0.8034306764602661,0.8498450517654419,0.17699115044247785,0.7719146013259888
ja/1e/ba/ja_10607097.jpg,العاج,"عاج
آيبوري
ロNd
20",アイボリー,0.0,19.977194767989747,16.647662306658123,400.0,0.6678215861320496,0.7151287794113159,0.6906660795211792,0.0,0.488789439201355
ja/e6/32/ja_10480645.jpg,"```37
47
54
131
φ85```","٥٤
١٣١
＠٨٥","37
47
54
131
φ85",13.006502375572222,0.0,0.0,100.0,0.7236902117729187,0.7334170341491699,0.7285211086273193,0.3362573099415205,0.510027289390564
ja/e5/58/ja_10623401.jpg,"KTC
10
A601-10",القائمة المعطاة لنص OCR:,"KTC
10
A601-10",0.0,1.2077294685990339,0.9057971014492754,100.0,0.5696513056755066,0.6086126565933228,0.5884878635406494,0.0,0.4293435513973236
ja/25/31/ja_10476691.jpg,"تشينبين
مزيج
(350 جرام)","(沖
فطيرة الكريب مع سكر القصب الأسود
تشينبين
مزيج
زايلي قانغ
55 ل0
أوتشي + تشي - موشي","ちんびん
ミックス
(350g)",4.237713199752784,35.354245888069485,32.53834898482478,400.0,0.6999503374099731,0.7969576120376587,0.7453106641769409,0.34534534534534533,0.5219688415527344
