img,reference,predicts,source,BLEU,CHRF,CHRF++,TER,BERT-P,BERT-R,BERT-F1,METEOR,COMET
zh/b4/9c/zh_10844713.jpg,"68%
2%
30%
","黄金混比
混出强劲实力
68%
豆腐猫砂
天然取材
速冲溶厕
2%
30%
ブルー消臭因子
ベントナイト
強力消臭 自由呼吸
固まり強力 吸水優良","68%
2%
30%
",8.361295892194454,20.51576391765394,33.85681117963558,733.3333333333333,0.5311761498451233,0.7286578416824341,0.6144391298294067,0.6847545219638244,0.33484402298927307
zh/64/2f/zh_10856253.jpg,"30%
10%
60%","ベントナイト猫砂
30%
10%
60%
STA消臭因子
豆腐猫砂","30%
10%
60%",30.130404892785695,62.69112238321679,72.92609074710096,200.0,0.6380866765975952,0.7837592363357544,0.7034606337547302,0.8934494195688227,0.4092051386833191
zh/83/35/zh_10026324.jpg,SAER,"サ
エル
水",SAER,0.0,0.0,0.0,300.0,0.6551095247268677,0.6693742275238037,0.6621650457382202,0.0,0.5768731236457825
zh/2e/1b/zh_10823159.jpg,SAGE,セージ チェンサイチー,SAGE,0.0,0.0,0.0,200.0,0.613535463809967,0.7287660837173462,0.6662046909332275,0.0,0.4778202474117279
zh/f8/4d/zh_10938626.jpg,"GF-30
CE
UL
CQC","匠の心を持つ冷却ファン
htts://shopi4s665617.toobao.com","GF-30
CE
UL
CQC",0.0,0.0,0.0,375.0,0.5225884914398193,0.5669465065002441,0.5438645482063293,0.0,0.3620081841945648
zh/7a/a7/zh_10903819.jpg,ジーイーシー,"吉宜喜
IYIX
宜
IXIAI","吉宜喜
JIYIXI",0.0,0.0,0.0,600.0,0.6391252279281616,0.6762186288833618,0.6571488976478577,0.0,0.41872063279151917
zh/3e/52/zh_10917185.jpg,ジイシー,"吉宜喜
IYIXI
志宜喜","吉宜喜

Jiyixi",0.0,0.0,0.0,700.0,0.6318579912185669,0.6887676119804382,0.6590866446495056,0.0,0.40792882442474365
zh/b0/a5/zh_10854844.jpg,"Boznoi
❤️
ハッピー
かわいい","ボズノール
泊之蕈車品
キュート","Boznoi
❤️
HAPPY
CUTE",0.0,1.0683760683760684,0.8012820512820512,175.0,0.6265723705291748,0.5977238416671753,0.611808180809021,0.0,0.40854522585868835
zh/e5/32/zh_10768610.jpg,"理想
L8
L9
L9
L7
L7","工馬冬恒
理想
理想
理想
L8
L8
L9
L9
L7
L7
豪華アップグレードでグレードアップ
理想の車のエンブレムに適用
複数のモデルから選択可能","理想
L8
L9
L9
L7
L7",25.85784506653773,44.755034980265215,56.90575489275371,371.42857142857144,0.6354113817214966,0.8361437320709229,0.7220867872238159,0.8063928050559067,0.4857586622238159
zh/ab/01/zh_10900083.jpg,"GOLDYIP
USB
MP3","ゴールディップ
1
ゴールディップ
工場
・/受信UMP
USB|テープリピーター","GOLDYIP
USB
MP3",3.7477767366779213,12.038324261330553,9.028743195997912,366.66666666666663,0.6303905248641968,0.7128713130950928,0.6690986156463623,0.1,0.38194921612739563
zh/26/42/zh_10932763.jpg,"洗面台
鏡
花瓶",郑州瑞辰建材生産,"洗手台
镜子
花瓶",0.0,0.0,0.0,133.33333333333331,0.6167147159576416,0.6154314279556274,0.616072416305542,0.0,0.3241979777812958
