img,reference,predicts,source,BLEU,CHRF,CHRF++,TER,BERT-P,BERT-R,BERT-F1,METEOR,COMET,cluster
logo/logo_0005.jpg,"Baseus倍思
3-in-1 マルチプラシ
清掃の難題を解決
ホコリ・頑固な汚れも徹底清掃&ゼ口残留
パフフル小型プラシペッド
隙間のこびりつき汚れを強力除去
高密度大型プラシペッド
イャホン表面の微細ホコリを一掃
メモリーフオームへッド
イャホン充電ゲ-スの奥まで精密清掃","Baseus倍思  
ワンストローク三ヘッド  
清掃の難題を解決  
ほこりや汚れを徹底的に除去し、残留なし  
強力なスモールブラシヘッド  
隙間の頑固な汚れを除去  
細かいラージブラシヘッド  
イヤホン表面のほこりを除去  
メモリーフォームヘッド  
イヤホン充電ケースの奥まで清掃","Baseus倍思
一笔三头
解决清洁难题
灰尘污渍 彻底清理不残留
强力小刷头
清理缝隙顽固污渍
细密大刷头
清理耳机表面灰尘
记忆海绵头
深入清洁耳机充电仓",3.0266181377145767,26.474495881375955,22.17115950400739,52.17391304347826,0.8130759000778198,0.7892278432846069,0.8009743690490723,0.0787401574803149,0.8017160296440125,0
logo/logo_0058.jpg,"Benks邦克仕
あなたの大切なものを守る
より優れた保護
オリジナルスクリーンプロジェクト
シネマティック・ビジュアル体験
ハイカバレッジ独占設計
世界初 コ-ニング素材採用+3D熱成形加エ、フレームレスフルカバ-設計
体験の革新
理想の生活
至高の追求","ベンクス邦克仕
愛するものを守る
ボットバッター
オリジナルスクリーンプロジェクト
スクリーン視覚のような楽しみ
高カバー率の独占
初のコーニング素材ホットベンド工法、スクリーンにぴったりで遮るものなし
体験
人生
追求","Benks邦克仕
护你所爱
protect better
原屏计划
荧幕视觉般的享受
高占比覆盖独享
首发康宁材质热弯工艺，屏幕适配无遮挡
An experience
An life
An pursuit",3.1085583786586426,21.974048582411484,17.638559875793348,74.13793103448276,0.7412171363830566,0.723707377910614,0.7323576211929321,0.0458715596330275,0.701092541217804,0
主体人工文字/主体人工文字_0006.jpg,"この製品はA類抗菌基準に適合し、ダニ防止効果が99%以上を達成、保護効果を実現しています。
デリケートな肌にも直接触れて眠れる
99%以上のダニ防止率
抗菌、ダニ防止、保護
繊維が吸湿性と緩衝性を持つ
防水機能を備え、尿を遮断するTPUコーティング
水洗いや洗濯機でも洗浄が便利です。","A類抗菌ケア99％以上ダニブロック  
デリケートな肌でも直接肌に触れて裸睡可能  
99％以上のダニブロック率  
・抗菌ダニブロックケア  
・繊維の吸湿クッション  
・アップグレード防水防尿TPUコーティング  
・手洗い・洗濯機洗いが便利","A类抗菌呵护99%≥阻螨
娇嫩肌肤亦可贴身裸睡
99%≥阻螨率
·抗菌阻螨呵护
·纤维吸湿缓冲
·升级防水隔尿TPU覆膜
·方便水洗机洗",0.0,20.189609655598403,15.142207241698804,70.52631578947368,0.7963504195213318,0.751888632774353,0.7734811305999756,0.0,0.7796720266342163,0
主体人工文字/主体人工文字_0020.jpg,"厚みのある5層
均等な熱伝導
磁性を持つステンレス
優れた耐腐食性
熱伝導性純アルミニウム
熱伝導性純アルミニウム
食品グレ-ドの304ステンレス
均等な熱伝導
二重層で強化された熱伝導
健康で安心
工ネルギ一蓄積型基材
高い熱量を蓄える
健康
コ-ティングなし
304ステンレス","加厚5層鋼
均一な熱伝導
磁性ステンレス鋼
高耐食性
熱伝導型純アルミ
熱伝導型純アルミ
食品グレード304ステンレス鋼
均一な熱伝導
二層強化熱伝導
健康で安心
蓄熱型基材
高熱量を蓄える
健康
0コーティング
304ステンレス鋼","加厚5层钢
导热均匀
导磁不锈钢
高耐腐蚀性
导热型纯铝
导热型纯铝
食品级304不锈钢
均匀导热
双层加强导热
健康安心
储能型基材
储存高热量
健康
0涂层
304不锈钢",3.1251907639724417,37.46935956253984,29.77889034374821,36.0,0.8631156086921692,0.8327529430389404,0.8476624488830566,0.0666666666666666,0.8483183979988098,0
主体人工文字/主体人工文字_0027.jpg,"ダブルハニカムテクスチャーデザイン
焦げ付き防止性能が改良版
【目玉焼きの焦げ付き防止性能が国家基準レベル1に適合します】
二重八二力ム構造
通常のハ二力ム加工
抜群のノンスティック効果で料理がさらに楽々
テクスチャーが粗く間隔が広いため、初心者は焦げ付きやすい","双蜂の巣模様デザイン  
フライパンの新たなアップグレード  
【卵焼きの非粘着性能が国家基準の非粘着基準に達する】  
二重蜂の巣構造  
通常の蜂の巣模様  
非粘着効果がより顕著  
模様が粗く構造が疎で、  
料理がさらに楽になる  
初心者でも焦げ付きにくい","双蜂窝纹理设计
不粘新升级
【煎蛋不粘性能达到国标1级不粘标准】
双蜂窝结构
普通蜂窝纹理
不粘效果更显著，下厨更轻松
纹理粗结构稀，新手易粘锅",0.0,17.93948016889446,13.454610126670843,72.72727272727273,0.7761945128440857,0.7647678852081299,0.7704387903213501,0.0,0.7585898637771606,0
主体人工文字/主体人工文字_0062.jpg,"超高密度ハニカムパターンにアップグレ-ド
卵焼きや魚の調理
どんなものでもくっつかない鍋
くっつきにくさ60%向上、耐摩耗性10%向上
超高密度八ニカムパターン
疎な薄いパターン
密度が高く、長持ちして焦け付きにくい
構造が疎で初心者は焦げ付きやすい
第五世代ハニカムパターン
一般的な八二カムパターン","アップグレードされた超密点陣ハニカムパターン  
卵焼きや魚のフライ  
何も付かないフライパン  
抗粘着性能が60％向上、耐磨耗性が10％向上  
超密点陣ハニカムパターン  
疎な薄いパターン  
密度が高く、長持ちする焦げ付かないフライパン  
構造が疎で初心者には焦げ付きやすい  
第五世代ハニカムパターン  
普通のハニカムパターン","升级超密点阵蜂窝纹
煎蛋煎鱼
样样不粘锅
抗粘性能提升60%，耐磨性提升10%
超密点阵蜂窝纹
稀疏式薄纹
密度更大 持久不粘锅不糊底
结构稀疏 新手容易粘锅
第五代蜂窝纹
普通蜂窝纹",3.3449303459224256,47.34770242201331,38.01107815435085,46.57534246575342,0.8877308368682861,0.874951958656311,0.8812950849533081,0.0735294117647058,0.8333626389503479,0
主体自然文字/主体自然文字_0006.jpg,"公式フラッグシップストア
精密への追求、1997年創業
凯丰
生涯保証
精密性、耐久性に優れる
アップグレード
省エネ設計＆耐久性抜群
アップグレード
高精度 振動防止
アップグレード
厚み増し設計＆耐衝撃性強化
クーポン取得で20元即時割引
少し高いが、品質は格段に良い","公式フラッグシップストア
精密に専念・1997年より
豊
0.00
816181L
4|5|6|
0.00
Imlslzl
ll1.10
終身保証
0.00
防水仕様
国家ハイテク企業
精密で耐久性あり
アップグレード
省エネで耐久性あり
アップグレード
精密で手ぶれ防止
アップグレード
厚手で耐衝撃
20
クーポンで即割引
少し高くてもずっと良い
円","官方旗舰店
专注精准·源自1997
凯丰
终身质保
精准耐用
升级
省电耐用
升级
精准防抖
升级
加厚抗摔
20元
领券立减
贵一点 好很多",1.8196871111910016,34.26997909241236,28.852667593862964,81.48148148148148,0.7431595325469971,0.795305609703064,0.7683488130569458,0.1333333333333333,0.6471142768859863,0
主体自然文字/主体自然文字_0018.jpg,"エラスティック アディシブ
ラオグワン フレキシブル接着ドリル用ジェル
マルトースコロイド配合で高粘性＆柔軟性を持つ
スワロフスキークリスタルを強力に接着できる
超長く持ち、白くならない、黄ばみなし
接着ドリルの「ターミネーター」
仕様：12g／30g
原材料が100%輸入されたものです。","ASTICADHESIVE
牢固王弹力粘钻胶
√麦芽糖胶质，黏稠性强，有韧性
粘施华洛世奇钻很牢固
超强耐持久，不发自，不泛黄
粘钻“终结者”
OUBOLI NAIL
规格：12g/30g
纯进口原料
URLIMPORTEDRAW
MATERIALS
OUBOLI
牢固王弹力粘钻胶
ELASTICADHESIVE
NAIL
SERIES
C

ASTICADHESIVE
牢固王弹力粘钻胶
√麦芽糖膠質、粘稠性が強く、弾力性がある
スワロフスキーダイヤモンドをしっかり接着
超強力持続性、剥がれず、黄ばまない
ダイヤモンド接着の「終着点」
OUBOLI NAIL
規格：12g/30g
純輸入原料
URLIMPORTEDRAW
MATERIALS
OUBOLI
牢固王弹力粘钻胶
ELASTICADHESIVE
NAIL
SERIES
C","ELASTIC ADHESIVE
牢固王弹力粘钻胶
麦芽糖胶质，黏稠性强，有韧性
粘施华洛世奇钻很牢固
超强耐持久，不发白，不泛黄
粘钻“终结者”
规格：12g/30g
纯进口原料",0.0,8.582821694537902,6.437116270903427,251.85185185185185,0.5671953558921814,0.6345661878585815,0.5989924073219299,0.0,0.5058043599128723,0
倾斜文本/倾斜文本_0012.jpg,"ダークグレーカラー
ダブルサイズ 特大モデル
サイド幅80cm
全高68cm
座面奥行45cm
座面高30cm
座面長95cm
家具インテリアPLUS会員デー
メーカー直営工場
破損品があれば、無償再送制度
1個購入で10%OFF
PLUS","深灰色
ダブル特大サイズ
安旗艦店
側幅80cm
全高68cm
座面奥行き45cm
座面高さ30cm
座面長さ95cm
家具・インテリアPLUS会員デー
源流工場
破損無料再発送
1点購入で10%オフ
PLUS","深灰色
双人位 特大款
侧宽80cm
整高68cm
座深45cm
座高30
座长95cm
家具家装PLUS会员日
源头工厂
破损免费补发
发一件九折
PLUS",3.458592114102736,44.12783761715228,35.02514360223793,45.28301886792453,0.8537376523017883,0.8527237176895142,0.853230357170105,0.1,0.848892331123352,0
倾斜文本/倾斜文本_0014.jpg,"コンパクトで快適   スペースを取らない。
場所を選ばないコンパクトサイズ、ソファとベッドをワンクリックですぐ手に入れます。
設置面積わずか約1平方メートル
リビング設置可能、バルコニー設置可能
奥行き：100cm","小さなサイズで省スペース
コンパクトなサイズで、どんなシーンにもフィット。ソファやベッドに簡単に設置可能
占有面積わずか
1平方メートル
リビングやバルコニーに設置可能
全長：100cm","小身姿舒适 不占空间
小巧身姿，不挑场景可轻松放置 沙发和床一键拥有
占地仅≈1m²
放客厅|放阳台
总深：100cm",0.0,30.329315277731013,22.74698645829826,60.0,0.8186611533164978,0.7995522022247314,0.8089938759803772,0.0,0.8715832829475403,0
